88 :4640
114 :2424
90 :8416
94 :8216
97 :7768
11 :3268
12 :2684
13 :2320
120 :4064
1 :4488
122 :2404
2 :3928
5 :3796
6 :3292
128 :3160
9 :2460
23 :3376
24 :5040
29 :2160
31 :3808
36 :8200
38 :6824
41 :5880
42 :2536
55 :3552
56 :4864
57 :3800
63 :2480
66 :2384
67 :5316
70 :2304
71 :5076
79 :4744
100 :3056
104 :3968
1 23 38 71 97 :2240
1 104 23 38 97 :2432
1 23 41 67 97 :2432
1 23 41 71 97 :2240
1 104 23 41 97 :2432
1 23 67 71 97 :2336
1 104 23 67 97 :2528
1 104 23 71 97 :2336
1 31 36 41 97 :2752
1 31 36 56 97 :2752
1 31 36 67 97 :2420
1 31 36 71 97 :2372
1 31 41 56 97 :2752
1 31 41 67 97 :2432
1 31 41 71 97 :2432
1 31 56 67 97 :2240
1 31 56 71 97 :2240
1 31 67 71 97 :2290
1 36 38 41 97 :2432
1 36 38 67 97 :2576
1 36 38 71 97 :2336
1 104 36 38 97 :2528
1 36 41 56 97 :2752
1 36 41 67 97 :2944
1 36 41 71 97 :2752
1 36 41 79 97 :2304
1 104 36 41 97 :2432
1 36 56 67 97 :2336
1 36 56 71 97 :2336
1 36 67 71 97 :2706
1 104 36 67 97 :2624
1 104 36 71 97 :2432
1 38 41 67 97 :2624
1 38 41 71 97 :2432
1 104 38 41 97 :2624
1 38 67 71 97 :2528
1 104 38 67 97 :2720
1 104 38 71 97 :2528
1 41 56 67 97 :2240
1 41 56 71 97 :2240
1 41 67 71 97 :2688
1 104 41 67 97 :2624
1 104 41 71 97 :2432
1 104 67 71 97 :2624
2 24 36 38 97 :3152
2 24 36 66 97 :2192
2 24 36 70 97 :2160
2 24 38 66 97 :2192
2 24 38 70 97 :2160
2 29 36 38 97 :2160
2 36 38 42 97 :2112
2 36 38 66 97 :2192
2 36 38 70 97 :2160
128 36 38 41 97 :2160
128 36 38 56 97 :2304
128 36 38 57 97 :2256
128 36 38 67 97 :2160
128 36 38 71 97 :2112
128 36 41 57 97 :2160
128 36 56 67 97 :2112
128 36 56 71 97 :2112
128 36 67 71 97 :2160
128 38 41 57 97 :2160
23 36 38 41 97 :2720
23 36 38 67 97 :2832
23 36 38 71 97 :2640
104 23 36 38 97 :2976
23 36 41 67 97 :2576
23 36 41 71 97 :2384
104 23 36 41 97 :2720
23 36 56 57 97 :2112
104 23 36 56 97 :2112
104 23 36 57 97 :2120
23 36 67 71 97 :2672
104 23 36 67 97 :2936
104 23 36 71 97 :2744
23 38 41 67 97 :2576
23 38 41 71 97 :2384
104 23 38 41 97 :2720
23 38 67 71 97 :2568
104 23 38 67 97 :2832
104 23 38 71 97 :2640
23 41 67 71 97 :2312
104 23 41 67 97 :2576
104 23 41 71 97 :2384
104 23 56 57 97 :2112
104 23 67 71 97 :2672
24 36 38 66 97 :2192
24 36 38 70 97 :2160
100 24 36 56 97 :2752
31 36 41 56 97 :2752
31 36 41 67 97 :2240
31 36 41 71 97 :2240
31 36 56 67 97 :2240
31 36 56 71 97 :2240
31 36 67 71 97 :2106
31 41 56 67 97 :2240
31 41 56 71 97 :2240
31 41 67 71 97 :2176
36 38 41 57 97 :3312
36 38 41 67 97 :2576
36 38 41 71 97 :2384
104 36 38 41 97 :2720
36 38 56 67 97 :2736
36 38 56 71 97 :2736
104 36 38 57 97 :2112
36 38 67 71 97 :3192
36 38 67 79 97 :2352
104 36 38 67 97 :3024
36 38 71 79 97 :2112
104 36 38 71 97 :2832
36 41 56 67 97 :2384
36 41 56 71 97 :2384
36 41 67 71 97 :2568
104 36 41 67 97 :2576
104 36 41 71 97 :2384
104 36 56 57 97 :2112
36 56 67 71 97 :2584
36 57 67 71 97 :2114
104 36 57 67 97 :2168
104 36 57 71 97 :2168
36 67 71 79 97 :2298
104 36 67 71 97 :2960
38 41 67 71 97 :2504
104 38 41 67 97 :2768
104 38 41 71 97 :2576
38 56 67 71 97 :2232
104 38 67 71 97 :2952
104 41 67 71 97 :2504
120 2 24 36 38 :2456
1 23 36 38 41 :2656
1 23 36 38 67 :2656
1 23 36 38 71 :2464
1 104 23 36 38 :2464
1 23 36 41 67 :2656
1 23 36 41 71 :2464
1 104 23 36 41 :2464
1 23 36 67 71 :2560
1 104 23 36 67 :2560
1 104 23 36 71 :2368
1 23 38 41 67 :2656
1 23 38 41 71 :2464
1 104 23 38 41 :2464
1 23 38 67 71 :2464
1 104 23 38 67 :2464
1 104 23 38 71 :2272
1 23 41 67 71 :2464
1 104 23 41 67 :2464
1 104 23 41 71 :2272
1 104 23 67 71 :2368
1 31 36 41 56 :2752
1 31 36 41 67 :2608
1 31 36 41 71 :2608
1 31 36 56 67 :2240
1 31 36 56 71 :2240
1 31 36 67 71 :2394
1 31 38 41 67 :2144
1 31 38 41 71 :2144
1 31 38 67 71 :2240
1 31 41 56 67 :2240
1 31 41 56 71 :2240
1 31 41 67 71 :2472
1 104 31 67 71 :2120
1 36 38 41 67 :2656
1 36 38 41 71 :2464
1 104 36 38 41 :2480
1 36 38 67 71 :2560
1 104 36 38 67 :2560
1 104 36 38 71 :2368
1 36 41 56 67 :2240
1 36 41 56 71 :2240
1 36 41 67 71 :2792
1 104 36 41 67 :2608
1 104 36 41 71 :2416
1 104 36 67 71 :2536
1 38 41 67 71 :2656
1 104 38 41 67 :2656
1 104 38 41 71 :2464
1 104 38 67 71 :2560
1 104 41 67 71 :2536
2 24 36 38 66 :2216
2 24 36 38 70 :2160
128 36 38 41 57 :2168
23 36 38 41 57 :2120
23 36 38 41 67 :2872
23 36 38 41 71 :2680
104 23 36 38 41 :2824
104 23 36 38 57 :2120
23 36 38 67 71 :2864
104 23 36 38 67 :2936
104 23 36 38 71 :2744
104 23 36 41 57 :2120
23 36 41 67 71 :2608
104 23 36 41 67 :2680
104 23 36 41 71 :2488
104 23 36 56 57 :2112
104 23 36 67 71 :2776
104 23 38 41 57 :2120
23 38 41 67 71 :2608
104 23 38 41 67 :2680
104 23 38 41 71 :2488
104 23 38 67 71 :2672
104 23 41 67 71 :2416
31 36 38 67 71 :2120
31 36 41 56 67 :2240
31 36 41 56 71 :2240
31 36 41 67 71 :2352
31 38 41 67 71 :2216
104 31 38 67 71 :2120
104 36 38 41 57 :2136
36 38 41 67 71 :2608
104 36 38 41 67 :2680
104 36 38 41 71 :2488
36 38 56 67 71 :2232
104 36 38 67 71 :2864
104 36 41 67 71 :2488
104 36 57 67 71 :2200
104 38 41 67 71 :2608
1 36 88 90 94 97 :2544
1 41 88 90 94 97 :2304
1 79 88 90 94 97 :2160
24 36 88 90 94 97 :2224
36 38 88 90 94 97 :2928
36 41 88 90 94 97 :2592
36 56 88 90 94 97 :2848
36 67 88 90 94 97 :3064
36 71 88 90 94 97 :2824
36 79 88 90 94 97 :3336
104 36 88 90 94 97 :2216
38 67 88 90 94 97 :2352
38 71 88 90 94 97 :2112
38 79 88 90 94 97 :2112
41 79 88 90 94 97 :2208
67 71 88 90 94 97 :2280
67 79 88 90 94 97 :2464
71 79 88 90 94 97 :2224
1 31 36 88 90 94 :2160
1 36 41 88 90 94 :2720
1 36 67 88 90 94 :2304
1 36 79 88 90 94 :2528
1 41 79 88 90 94 :2288
36 38 67 88 90 94 :2552
36 38 71 88 90 94 :2312
36 38 79 88 90 94 :2264
104 36 38 88 90 94 :2120
36 41 67 88 90 94 :2280
36 41 79 88 90 94 :2648
36 67 71 88 90 94 :2552
36 67 79 88 90 94 :2760
104 36 67 88 90 94 :2320
36 71 79 88 90 94 :2520
104 36 71 88 90 94 :2128
104 36 79 88 90 94 :2224
1 36 41 88 90 97 :2304
1 36 79 88 90 97 :2160
36 38 67 88 90 97 :2352
36 38 71 88 90 97 :2112
36 38 79 88 90 97 :2112
36 41 79 88 90 97 :2208
36 67 71 88 90 97 :2280
36 67 79 88 90 97 :2464
36 71 79 88 90 97 :2224
1 36 41 79 88 90 :2288
1 36 41 88 94 97 :2304
1 36 79 88 94 97 :2160
36 38 67 88 94 97 :2352
36 38 71 88 94 97 :2112
36 38 79 88 94 97 :2112
36 41 79 88 94 97 :2208
36 67 71 88 94 97 :2280
36 67 79 88 94 97 :2464
36 71 79 88 94 97 :2224
1 36 41 79 88 94 :2288
11 36 38 90 94 97 :3016
120 2 24 90 94 97 :2504
120 2 36 90 94 97 :2776
120 2 38 90 94 97 :2728
120 24 36 90 94 97 :2648
120 24 38 90 94 97 :2528
120 36 38 90 94 97 :3664
120 36 42 90 94 97 :2224
120 36 56 90 94 97 :2832
120 36 67 90 94 97 :2228
120 36 71 90 94 97 :2204
120 38 56 90 94 97 :2736
1 23 36 90 94 97 :2528
1 23 38 90 94 97 :2432
1 23 41 90 94 97 :2432
1 23 67 90 94 97 :2528
1 23 71 90 94 97 :2336
1 104 23 90 94 97 :2528
1 31 36 90 94 97 :2968
1 31 41 90 94 97 :2752
1 31 56 90 94 97 :2752
1 31 67 90 94 97 :2420
1 31 71 90 94 97 :2372
1 36 38 90 94 97 :2576
1 36 41 90 94 97 :3456
1 36 56 90 94 97 :2848
1 36 67 90 94 97 :3220
1 36 71 90 94 97 :2980
1 36 79 90 94 97 :2616
1 104 36 90 94 97 :2624
1 38 41 90 94 97 :2432
1 38 67 90 94 97 :2576
1 38 71 90 94 97 :2336
1 104 38 90 94 97 :2528
1 41 56 90 94 97 :2752
1 41 67 90 94 97 :2944
1 41 71 90 94 97 :2752
1 41 79 90 94 97 :2304
1 104 41 90 94 97 :2432
1 56 67 90 94 97 :2336
1 56 71 90 94 97 :2336
1 67 71 90 94 97 :2706
1 104 67 90 94 97 :2624
1 104 71 90 94 97 :2432
2 24 36 90 94 97 :3248
2 24 38 90 94 97 :3152
2 24 66 90 94 97 :2192
2 24 70 90 94 97 :2160
2 29 36 90 94 97 :2160
2 29 38 90 94 97 :2160
2 36 38 90 94 97 :3696
2 36 42 90 94 97 :2216
2 36 66 90 94 97 :2192
2 36 70 90 94 97 :2160
2 38 42 90 94 97 :2112
2 38 66 90 94 97 :2192
2 38 70 90 94 97 :2160
36 38 5 90 94 97 :2872
36 41 5 90 94 97 :2520
36 5 56 90 94 97 :2144
36 5 67 90 94 97 :2268
36 5 71 90 94 97 :2148
36 38 6 90 94 97 :2520
36 41 6 90 94 97 :2264
36 56 6 90 94 97 :2144
128 36 38 90 94 97 :2912
128 36 41 90 94 97 :2160
128 36 56 90 94 97 :2400
128 36 57 90 94 97 :2448
128 36 67 90 94 97 :2352
128 36 71 90 94 97 :2304
128 38 41 90 94 97 :2160
128 38 56 90 94 97 :2304
128 38 57 90 94 97 :2256
128 38 67 90 94 97 :2160
128 38 71 90 94 97 :2112
128 41 57 90 94 97 :2160
128 56 67 90 94 97 :2112
128 56 71 90 94 97 :2112
128 67 71 90 94 97 :2160
23 36 38 90 94 97 :2976
23 36 41 90 94 97 :2720
23 36 56 90 94 97 :2112
23 36 57 90 94 97 :2120
23 36 67 90 94 97 :2936
23 36 71 90 94 97 :2744
104 23 36 90 94 97 :3080
23 38 41 90 94 97 :2720
23 38 67 90 94 97 :2832
23 38 71 90 94 97 :2640
104 23 38 90 94 97 :2976
23 41 67 90 94 97 :2576
23 41 71 90 94 97 :2384
104 23 41 90 94 97 :2720
23 56 57 90 94 97 :2112
104 23 56 90 94 97 :2112
104 23 57 90 94 97 :2120
23 67 71 90 94 97 :2672
104 23 67 90 94 97 :2936
104 23 71 90 94 97 :2744
24 36 38 90 94 97 :3296
24 36 41 90 94 97 :2320
24 36 42 90 94 97 :2168
24 36 56 90 94 97 :2752
24 36 66 90 94 97 :2192
24 36 70 90 94 97 :2160
24 36 79 90 94 97 :2328
100 24 36 90 94 97 :2856
24 38 66 90 94 97 :2192
24 38 70 90 94 97 :2160
100 24 56 90 94 97 :2752
29 36 38 90 94 97 :2160
31 36 41 90 94 97 :2752
31 36 56 90 94 97 :2752
31 36 67 90 94 97 :2428
31 36 71 90 94 97 :2380
31 41 56 90 94 97 :2752
31 41 67 90 94 97 :2240
31 41 71 90 94 97 :2240
31 56 67 90 94 97 :2240
31 56 71 90 94 97 :2240
31 67 71 90 94 97 :2106
36 38 41 90 94 97 :4016
36 38 42 90 94 97 :2256
36 38 55 90 94 97 :2528
36 38 56 90 94 97 :3744
36 38 57 90 94 97 :3408
36 38 66 90 94 97 :2192
36 38 67 90 94 97 :3936
36 38 70 90 94 97 :2160
36 38 71 90 94 97 :3696
36 38 79 90 94 97 :2960
104 36 38 90 94 97 :3168
36 41 56 90 94 97 :3040
36 41 57 90 94 97 :3312
36 41 67 90 94 97 :3088
36 41 71 90 94 97 :2896
36 41 79 90 94 97 :2592
104 36 41 90 94 97 :2720
36 56 57 90 94 97 :2112
36 56 67 90 94 97 :3344
36 56 71 90 94 97 :3344
36 56 79 90 94 97 :2848
100 36 56 90 94 97 :2752
104 36 56 90 94 97 :2112
36 57 67 90 94 97 :2204
36 57 71 90 94 97 :2204
104 36 57 90 94 97 :2312
36 67 71 90 94 97 :3666
36 67 79 90 94 97 :3100
104 36 67 90 94 97 :3224
36 71 79 90 94 97 :2860
104 36 71 90 94 97 :3032
104 36 79 90 94 97 :2216
38 41 57 90 94 97 :3312
38 41 67 90 94 97 :2576
38 41 71 90 94 97 :2384
104 38 41 90 94 97 :2720
38 56 67 90 94 97 :2736
38 56 71 90 94 97 :2736
104 38 57 90 94 97 :2112
38 67 71 90 94 97 :3192
38 67 79 90 94 97 :2352
104 38 67 90 94 97 :3024
38 71 79 90 94 97 :2112
104 38 71 90 94 97 :2832
41 56 67 90 94 97 :2384
41 56 71 90 94 97 :2384
41 67 71 90 94 97 :2568
104 41 67 90 94 97 :2576
104 41 71 90 94 97 :2384
104 56 57 90 94 97 :2112
56 67 71 90 94 97 :2584
57 67 71 90 94 97 :2114
104 57 67 90 94 97 :2168
104 57 71 90 94 97 :2168
67 71 79 90 94 97 :2298
104 67 71 90 94 97 :2960
11 36 38 41 90 94 :2140
120 2 24 36 90 94 :2504
120 2 24 38 90 94 :2456
120 2 36 38 90 94 :2800
120 24 36 38 90 94 :2528
120 36 38 56 90 94 :2736
120 36 38 67 90 94 :2136
120 36 38 71 90 94 :2112
1 23 36 38 90 94 :2656
1 23 36 41 90 94 :2656
1 23 36 67 90 94 :2752
1 23 36 71 90 94 :2560
1 104 23 36 90 94 :2560
1 23 38 41 90 94 :2656
1 23 38 67 90 94 :2656
1 23 38 71 90 94 :2464
1 104 23 38 90 94 :2464
1 23 41 67 90 94 :2656
1 23 41 71 90 94 :2464
1 104 23 41 90 94 :2464
1 23 67 71 90 94 :2560
1 104 23 67 90 94 :2560
1 104 23 71 90 94 :2368
1 31 36 38 90 94 :2112
1 31 36 41 90 94 :3280
1 31 36 56 90 94 :2752
1 31 36 67 90 94 :2788
1 31 36 71 90 94 :2740
1 31 36 79 90 94 :2232
1 104 31 36 90 94 :2160
1 31 41 56 90 94 :2752
1 31 41 67 90 94 :2608
1 31 41 71 90 94 :2608
1 31 56 67 90 94 :2240
1 31 56 71 90 94 :2240
1 31 67 71 90 94 :2394
1 36 38 41 90 94 :2672
1 36 38 67 90 94 :2800
1 36 38 71 90 94 :2560
1 104 36 38 90 94 :2576
1 36 41 56 90 94 :2752
1 36 41 67 90 94 :3312
1 36 41 71 90 94 :3120
1 36 41 79 90 94 :2720
1 104 36 41 90 94 :2768
1 36 56 67 90 94 :2336
1 36 56 71 90 94 :2336
1 36 67 71 90 94 :3002
1 36 67 79 90 94 :2340
1 104 36 67 90 94 :2800
1 104 36 71 90 94 :2608
1 38 41 67 90 94 :2656
1 38 41 71 90 94 :2464
1 104 38 41 90 94 :2480
1 38 67 71 90 94 :2560
1 104 38 67 90 94 :2560
1 104 38 71 90 94 :2368
1 41 56 67 90 94 :2240
1 41 56 71 90 94 :2240
1 41 67 71 90 94 :2792
1 104 41 67 90 94 :2608
1 104 41 71 90 94 :2416
1 104 67 71 90 94 :2536
2 24 36 38 90 94 :3176
2 24 36 66 90 94 :2216
2 24 36 70 90 94 :2160
2 24 38 66 90 94 :2240
2 24 38 70 90 94 :2160
2 29 36 38 90 94 :2160
2 36 38 42 90 94 :2112
2 36 38 66 90 94 :2216
2 36 38 70 90 94 :2160
128 36 38 41 90 94 :2192
128 36 38 56 90 94 :2304
128 36 38 57 90 94 :2264
128 36 38 67 90 94 :2160
128 36 38 71 90 94 :2112
128 36 41 57 90 94 :2168
128 36 56 67 90 94 :2112
128 36 56 71 90 94 :2112
128 36 67 71 90 94 :2160
128 38 41 57 90 94 :2168
23 36 38 41 90 94 :3016
23 36 38 57 90 94 :2120
23 36 38 67 90 94 :3128
23 36 38 71 90 94 :2936
104 23 36 38 90 94 :3080
23 36 41 57 90 94 :2120
23 36 41 67 90 94 :2872
23 36 41 71 90 94 :2680
104 23 36 41 90 94 :2824
23 36 56 57 90 94 :2112
104 23 36 56 90 94 :2112
104 23 36 57 90 94 :2224
23 36 67 71 90 94 :2968
104 23 36 67 90 94 :3040
104 23 36 71 90 94 :2848
23 38 41 57 90 94 :2120
23 38 41 67 90 94 :2872
23 38 41 71 90 94 :2680
104 23 38 41 90 94 :2824
104 23 38 57 90 94 :2120
23 38 67 71 90 94 :2864
104 23 38 67 90 94 :2936
104 23 38 71 90 94 :2744
104 23 41 57 90 94 :2120
23 41 67 71 90 94 :2608
104 23 41 67 90 94 :2680
104 23 41 71 90 94 :2488
104 23 56 57 90 94 :2112
104 23 67 71 90 94 :2776
24 36 38 66 90 94 :2216
24 36 38 70 90 94 :2160
100 24 36 56 90 94 :2752
31 36 38 67 90 94 :2168
31 36 38 71 90 94 :2120
31 36 41 56 90 94 :2752
31 36 41 67 90 94 :2680
31 36 41 71 90 94 :2680
104 31 36 41 90 94 :2136
31 36 56 67 90 94 :2240
31 36 56 71 90 94 :2240
31 36 67 71 90 94 :2474
31 38 67 71 90 94 :2120
31 41 56 67 90 94 :2240
31 41 56 71 90 94 :2240
31 41 67 71 90 94 :2352
36 38 41 55 90 94 :2336
36 38 41 57 90 94 :3432
36 38 41 67 90 94 :2872
36 38 41 71 90 94 :2680
104 36 38 41 90 94 :2840
36 38 56 67 90 94 :2736
36 38 56 71 90 94 :2736
104 36 38 57 90 94 :2232
36 38 67 71 90 94 :3488
36 38 67 79 90 94 :2552
104 36 38 67 90 94 :3128
36 38 71 79 90 94 :2312
104 36 38 71 90 94 :2936
104 36 38 79 90 94 :2120
36 41 56 67 90 94 :2384
36 41 56 71 90 94 :2384
104 36 41 57 90 94 :2136
36 41 67 71 90 94 :2936
36 41 67 79 90 94 :2280
104 36 41 67 90 94 :2824
104 36 41 71 90 94 :2632
104 36 56 57 90 94 :2112
36 56 67 71 90 94 :2584
36 57 67 71 90 94 :2218
104 36 57 67 90 94 :2272
104 36 57 71 90 94 :2272
36 67 71 79 90 94 :2570
104 36 67 71 90 94 :3136
104 36 67 79 90 94 :2320
104 36 71 79 90 94 :2128
104 38 41 57 90 94 :2136
38 41 67 71 90 94 :2608
104 38 41 67 90 94 :2680
104 38 41 71 90 94 :2488
38 56 67 71 90 94 :2232
104 38 67 71 90 94 :2864
104 41 67 71 90 94 :2488
104 57 67 71 90 94 :2200
120 2 24 36 90 97 :2504
120 2 24 38 90 97 :2456
120 2 36 38 90 97 :2728
120 24 36 38 90 97 :2528
120 36 38 56 90 97 :2736
1 23 36 38 90 97 :2432
1 23 36 41 90 97 :2432
1 23 36 67 90 97 :2528
1 23 36 71 90 97 :2336
1 104 23 36 90 97 :2528
1 23 38 41 90 97 :2432
1 23 38 67 90 97 :2432
1 23 38 71 90 97 :2240
1 104 23 38 90 97 :2432
1 23 41 67 90 97 :2432
1 23 41 71 90 97 :2240
1 104 23 41 90 97 :2432
1 23 67 71 90 97 :2336
1 104 23 67 90 97 :2528
1 104 23 71 90 97 :2336
1 31 36 41 90 97 :2752
1 31 36 56 90 97 :2752
1 31 36 67 90 97 :2420
1 31 36 71 90 97 :2372
1 31 41 56 90 97 :2752
1 31 41 67 90 97 :2432
1 31 41 71 90 97 :2432
1 31 56 67 90 97 :2240
1 31 56 71 90 97 :2240
1 31 67 71 90 97 :2290
1 36 38 41 90 97 :2432
1 36 38 67 90 97 :2576
1 36 38 71 90 97 :2336
1 104 36 38 90 97 :2528
1 36 41 56 90 97 :2752
1 36 41 67 90 97 :2944
1 36 41 71 90 97 :2752
1 36 41 79 90 97 :2304
1 104 36 41 90 97 :2432
1 36 56 67 90 97 :2336
1 36 56 71 90 97 :2336
1 36 67 71 90 97 :2706
1 104 36 67 90 97 :2624
1 104 36 71 90 97 :2432
1 38 41 67 90 97 :2624
1 38 41 71 90 97 :2432
1 104 38 41 90 97 :2624
1 38 67 71 90 97 :2528
1 104 38 67 90 97 :2720
1 104 38 71 90 97 :2528
1 41 56 67 90 97 :2240
1 41 56 71 90 97 :2240
1 41 67 71 90 97 :2688
1 104 41 67 90 97 :2624
1 104 41 71 90 97 :2432
1 104 67 71 90 97 :2624
2 24 36 38 90 97 :3152
2 24 36 66 90 97 :2192
2 24 36 70 90 97 :2160
2 24 38 66 90 97 :2192
2 24 38 70 90 97 :2160
2 29 36 38 90 97 :2160
2 36 38 42 90 97 :2112
2 36 38 66 90 97 :2192
2 36 38 70 90 97 :2160
128 36 38 41 90 97 :2160
128 36 38 56 90 97 :2304
128 36 38 57 90 97 :2256
128 36 38 67 90 97 :2160
128 36 38 71 90 97 :2112
128 36 41 57 90 97 :2160
128 36 56 67 90 97 :2112
128 36 56 71 90 97 :2112
128 36 67 71 90 97 :2160
128 38 41 57 90 97 :2160
23 36 38 41 90 97 :2720
23 36 38 67 90 97 :2832
23 36 38 71 90 97 :2640
104 23 36 38 90 97 :2976
23 36 41 67 90 97 :2576
23 36 41 71 90 97 :2384
104 23 36 41 90 97 :2720
23 36 56 57 90 97 :2112
104 23 36 56 90 97 :2112
104 23 36 57 90 97 :2120
23 36 67 71 90 97 :2672
104 23 36 67 90 97 :2936
104 23 36 71 90 97 :2744
23 38 41 67 90 97 :2576
23 38 41 71 90 97 :2384
104 23 38 41 90 97 :2720
23 38 67 71 90 97 :2568
104 23 38 67 90 97 :2832
104 23 38 71 90 97 :2640
23 41 67 71 90 97 :2312
104 23 41 67 90 97 :2576
104 23 41 71 90 97 :2384
104 23 56 57 90 97 :2112
104 23 67 71 90 97 :2672
24 36 38 66 90 97 :2192
24 36 38 70 90 97 :2160
100 24 36 56 90 97 :2752
31 36 41 56 90 97 :2752
31 36 41 67 90 97 :2240
31 36 41 71 90 97 :2240
31 36 56 67 90 97 :2240
31 36 56 71 90 97 :2240
31 36 67 71 90 97 :2106
31 41 56 67 90 97 :2240
31 41 56 71 90 97 :2240
31 41 67 71 90 97 :2176
36 38 41 57 90 97 :3312
36 38 41 67 90 97 :2576
36 38 41 71 90 97 :2384
104 36 38 41 90 97 :2720
36 38 56 67 90 97 :2736
36 38 56 71 90 97 :2736
104 36 38 57 90 97 :2112
36 38 67 71 90 97 :3192
36 38 67 79 90 97 :2352
104 36 38 67 90 97 :3024
36 38 71 79 90 97 :2112
104 36 38 71 90 97 :2832
36 41 56 67 90 97 :2384
36 41 56 71 90 97 :2384
36 41 67 71 90 97 :2568
104 36 41 67 90 97 :2576
104 36 41 71 90 97 :2384
104 36 56 57 90 97 :2112
36 56 67 71 90 97 :2584
36 57 67 71 90 97 :2114
104 36 57 67 90 97 :2168
104 36 57 71 90 97 :2168
36 67 71 79 90 97 :2298
104 36 67 71 90 97 :2960
38 41 67 71 90 97 :2504
104 38 41 67 90 97 :2768
104 38 41 71 90 97 :2576
38 56 67 71 90 97 :2232
104 38 67 71 90 97 :2952
104 41 67 71 90 97 :2504
120 2 24 36 38 90 :2456
1 23 36 38 41 90 :2656
1 23 36 38 67 90 :2656
1 23 36 38 71 90 :2464
1 104 23 36 38 90 :2464
1 23 36 41 67 90 :2656
1 23 36 41 71 90 :2464
1 104 23 36 41 90 :2464
1 23 36 67 71 90 :2560
1 104 23 36 67 90 :2560
1 104 23 36 71 90 :2368
1 23 38 41 67 90 :2656
1 23 38 41 71 90 :2464
1 104 23 38 41 90 :2464
1 23 38 67 71 90 :2464
1 104 23 38 67 90 :2464
1 104 23 38 71 90 :2272
1 23 41 67 71 90 :2464
1 104 23 41 67 90 :2464
1 104 23 41 71 90 :2272
1 104 23 67 71 90 :2368
1 31 36 41 56 90 :2752
1 31 36 41 67 90 :2608
1 31 36 41 71 90 :2608
1 31 36 56 67 90 :2240
1 31 36 56 71 90 :2240
1 31 36 67 71 90 :2394
1 31 38 41 67 90 :2144
1 31 38 41 71 90 :2144
1 31 38 67 71 90 :2240
1 31 41 56 67 90 :2240
1 31 41 56 71 90 :2240
1 31 41 67 71 90 :2472
1 104 31 67 71 90 :2120
1 36 38 41 67 90 :2656
1 36 38 41 71 90 :2464
1 104 36 38 41 90 :2480
1 36 38 67 71 90 :2560
1 104 36 38 67 90 :2560
1 104 36 38 71 90 :2368
1 36 41 56 67 90 :2240
1 36 41 56 71 90 :2240
1 36 41 67 71 90 :2792
1 104 36 41 67 90 :2608
1 104 36 41 71 90 :2416
1 104 36 67 71 90 :2536
1 38 41 67 71 90 :2656
1 104 38 41 67 90 :2656
1 104 38 41 71 90 :2464
1 104 38 67 71 90 :2560
1 104 41 67 71 90 :2536
2 24 36 38 66 90 :2216
2 24 36 38 70 90 :2160
128 36 38 41 57 90 :2168
23 36 38 41 57 90 :2120
23 36 38 41 67 90 :2872
23 36 38 41 71 90 :2680
104 23 36 38 41 90 :2824
104 23 36 38 57 90 :2120
23 36 38 67 71 90 :2864
104 23 36 38 67 90 :2936
104 23 36 38 71 90 :2744
104 23 36 41 57 90 :2120
23 36 41 67 71 90 :2608
104 23 36 41 67 90 :2680
104 23 36 41 71 90 :2488
104 23 36 56 57 90 :2112
104 23 36 67 71 90 :2776
104 23 38 41 57 90 :2120
23 38 41 67 71 90 :2608
104 23 38 41 67 90 :2680
104 23 38 41 71 90 :2488
104 23 38 67 71 90 :2672
104 23 41 67 71 90 :2416
31 36 38 67 71 90 :2120
31 36 41 56 67 90 :2240
31 36 41 56 71 90 :2240
31 36 41 67 71 90 :2352
31 38 41 67 71 90 :2216
104 31 38 67 71 90 :2120
104 36 38 41 57 90 :2136
36 38 41 67 71 90 :2608
104 36 38 41 67 90 :2680
104 36 38 41 71 90 :2488
36 38 56 67 71 90 :2232
104 36 38 67 71 90 :2864
104 36 41 67 71 90 :2488
104 36 57 67 71 90 :2200
104 38 41 67 71 90 :2608
120 2 24 36 94 97 :2504
120 2 24 38 94 97 :2456
120 2 36 38 94 97 :2728
120 24 36 38 94 97 :2528
120 36 38 56 94 97 :2736
1 23 36 38 94 97 :2432
1 23 36 41 94 97 :2432
1 23 36 67 94 97 :2528
1 23 36 71 94 97 :2336
1 104 23 36 94 97 :2528
1 23 38 41 94 97 :2432
1 23 38 67 94 97 :2432
1 23 38 71 94 97 :2240
1 104 23 38 94 97 :2432
1 23 41 67 94 97 :2432
1 23 41 71 94 97 :2240
1 104 23 41 94 97 :2432
1 23 67 71 94 97 :2336
1 104 23 67 94 97 :2528
1 104 23 71 94 97 :2336
1 31 36 41 94 97 :2752
1 31 36 56 94 97 :2752
1 31 36 67 94 97 :2420
1 31 36 71 94 97 :2372
1 31 41 56 94 97 :2752
1 31 41 67 94 97 :2240
1 31 41 71 94 97 :2240
1 31 56 67 94 97 :2240
1 31 56 71 94 97 :2240
1 36 38 41 94 97 :2432
1 36 38 67 94 97 :2576
1 36 38 71 94 97 :2336
1 104 36 38 94 97 :2528
1 36 41 56 94 97 :2752
1 36 41 67 94 97 :2944
1 36 41 71 94 97 :2752
1 36 41 79 94 97 :2304
1 104 36 41 94 97 :2432
1 36 56 67 94 97 :2336
1 36 56 71 94 97 :2336
1 36 67 71 94 97 :2706
1 104 36 67 94 97 :2624
1 104 36 71 94 97 :2432
